training_seed,saved_episode,test_seed,selected_agent,success,reward,latency_ms,energy_mJ,selection_entropy,selection_gap,selected_cpu,selected_bandwidth
42,10,950000,uav_U1,1,0.6741728953967718,867.0223298705992,32715.027580345195,0.012958523022299462,0.9939868450164795,0.9976896643638611,0.9875433444976807
42,10,950000,uav_U1,0,-7.500091644502233,3047.3725816233236,41723.105765807515,0.005126983379640277,0.9981869459152222,0.9958201050758362,0.9687099456787109
42,10,950000,uav_U1,0,-7.500092230446112,5595.7554516457285,41486.43224136963,0.004311188705853168,0.998572826385498,0.9962961673736572,0.9697725772857666
42,10,950000,uav_U1,1,0.8015820249117445,1032.1253538737315,9600.631441060685,0.00774927767554694,0.9969470500946045,0.9970822334289551,0.9836012125015259
42,10,950000,uav_U1,0,-4.4408723843568625,3297.386733588438,134480.16922519365,0.009476786669800914,0.9960702061653137,0.9974664449691772,0.9831784963607788
42,10,950000,uav_U1,0,-4.573084161391695,2379.7955470461143,64905.6713874621,0.004784726791386869,0.9983986616134644,0.9968947172164917,0.9677543640136719
42,10,950000,uav_U1,0,-3.8719439687620927,1753.2272081204028,27055.779016952023,0.011491717277569459,0.994836688041687,0.9965610504150391,0.9825943112373352
42,10,950000,uav_U1,0,-4.104975205885408,1126.6280405457612,14822.25198728596,0.0065965164538139285,0.9976245164871216,0.9974401593208313,0.984103798866272
42,10,950001,uav_U1,1,1.2711274335853993,311.3704565027455,5662.95853049086,0.009500828262879743,0.9962894916534424,0.9976980686187744,0.985041618347168
42,10,950001,uav_U1,0,-3.820730230143983,868.9801426817871,18479.0765151449,0.007111795258798206,0.9973601698875427,0.9970109462738037,0.9760614633560181
42,10,950001,uav_U1,0,-7.500091870472609,1518.1255013993962,29848.14474343833,0.007149558841897097,0.9972231388092041,0.9977917671203613,0.9785599112510681
42,10,950001,uav_U1,1,0.6217669225453846,466.2931311906163,13523.094310726088,0.011747057278031768,0.9950001239776611,0.9973149299621582,0.9829482436180115
42,10,950001,uav_U1,0,-4.104422407759649,1373.3072119008177,41283.34424006916,0.01079620984495449,0.9954519271850586,0.9971769452095032,0.9837582111358643
42,10,950001,uav_U1,0,-3.783495827627545,256.68083299190283,6749.082832158957,0.00968211174371955,0.9961920976638794,0.9974527955055237,0.9858797788619995
42,10,950001,uav_U1,0,-5.396369324688219,1749.351588191689,27990.622763157462,0.010397582111529654,0.995596706867218,0.9974914193153381,0.987554669380188
42,10,950001,uav_U1,1,0.9556798854699813,890.9019494484128,27513.779470310514,0.008673051621505702,0.9964892268180847,0.9980452060699463,0.9852916598320007
42,10,950001,uav_U1,1,0.9782715983611328,618.6612593208704,21468.26914059305,0.008925820821739056,0.9963945150375366,0.9976927042007446,0.9840988516807556
42,10,950001,uav_U1,1,0.8622338170708594,494.1975404250926,7482.715550309141,0.007596566641178784,0.9971303939819336,0.9977471232414246,0.9879074096679688
